,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
14350,75404,Legal,region_22,Bachelor's,m,other,1,26,3,1,0,0,57,0
14360,54108,Operations,region_15,Bachelor's,m,other,3,24,3,1,0,0,59,0
14361,7205,Technology,region_7,Bachelor's,m,other,3,30,3,1,0,0,80,0
14373,73737,Analytics,region_22,,m,sourcing,1,28,5,1,1,0,85,0
14382,35281,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,28,3,1,0,0,50,0
14423,7175,Analytics,region_12,Bachelor's,m,sourcing,2,28,3,1,0,0,89,0
14426,25413,Sales & Marketing,region_16,,m,sourcing,1,23,3,1,0,0,52,0
14429,77615,Operations,region_22,Bachelor's,m,sourcing,1,27,3,1,0,0,60,0
14445,14064,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,26,3,1,0,0,50,0
14467,76674,R&D,region_22,Bachelor's,m,sourcing,4,28,3,1,1,0,94,1
14468,68856,Analytics,region_7,Bachelor's,m,sourcing,1,29,5,1,1,0,81,0
14470,42547,Analytics,region_24,Bachelor's,m,other,1,26,3,1,0,0,84,0
14479,35093,Operations,region_22,Bachelor's,f,other,1,27,3,1,0,0,68,1
14488,68420,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,29,3,1,0,0,49,0
14500,68456,Analytics,region_29,Bachelor's,m,sourcing,1,25,3,1,0,0,81,1
14503,77574,Sales & Marketing,region_7,,m,sourcing,1,27,3,1,0,0,48,0
14535,10015,Technology,region_15,Bachelor's,f,sourcing,2,30,4,1,1,0,80,0
14538,32846,Finance,region_22,Master's & above,m,other,2,32,5,1,1,0,58,0
14572,40973,Sales & Marketing,region_2,,m,sourcing,2,25,3,1,0,0,48,0
14573,34064,Procurement,region_7,Bachelor's,m,other,1,24,5,1,1,0,73,0
14592,30026,Finance,region_2,Below Secondary,f,other,2,22,5,1,1,0,57,0
14617,32878,Sales & Marketing,region_31,Bachelor's,f,other,1,26,1,1,0,0,53,0
14625,57454,HR,region_23,Bachelor's,m,other,1,28,3,1,0,0,51,0
14635,76099,Finance,region_22,Bachelor's,m,other,2,24,3,1,0,0,55,0
14641,3646,Operations,region_16,Bachelor's,f,other,2,30,3,1,0,0,63,0
14664,55215,HR,region_7,Bachelor's,m,other,1,25,3,1,0,0,49,0
14675,37757,Legal,region_26,Bachelor's,m,other,1,30,5,1,1,0,56,0
14704,41715,Procurement,region_22,Below Secondary,m,sourcing,2,22,5,1,1,0,72,0
14713,54990,Operations,region_28,Bachelor's,m,sourcing,1,24,3,1,0,0,55,0
14715,21085,Procurement,region_22,Bachelor's,m,sourcing,2,28,5,1,1,0,70,0
14724,70317,Technology,region_33,Bachelor's,f,other,1,30,3,1,0,0,78,0
14728,45135,Technology,region_7,Below Secondary,f,other,1,25,3,1,1,0,81,0
14761,72551,HR,region_2,Bachelor's,f,sourcing,1,29,3,1,0,0,50,0
14773,22577,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,30,3,1,0,0,50,0
14794,24267,HR,region_22,Below Secondary,m,sourcing,1,21,3,1,0,0,50,0
14808,3591,Operations,region_1,Bachelor's,m,other,1,27,5,1,1,0,63,0
14827,34576,HR,region_13,Bachelor's,f,other,1,30,3,1,0,0,50,0
14847,77334,HR,region_26,Bachelor's,f,sourcing,1,25,3,1,0,0,51,0
14848,35630,Technology,region_2,Bachelor's,f,other,1,29,3,1,0,0,77,0
14858,72486,Operations,region_2,Bachelor's,m,other,1,24,5,1,1,0,57,0
14859,13611,HR,region_7,Bachelor's,m,sourcing,1,25,3,1,0,0,49,0
14861,61156,Finance,region_4,Bachelor's,m,sourcing,3,29,3,1,0,0,58,0
14870,6295,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,28,3,1,0,0,48,0
14871,29411,Analytics,region_22,,m,sourcing,1,27,5,1,1,0,84,0
14881,67710,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,26,5,1,1,0,51,0
14886,36357,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,29,3,1,0,0,51,0
14905,2889,Operations,region_5,Bachelor's,m,sourcing,1,26,3,1,0,0,57,0
14906,19107,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,24,5,1,1,0,47,0
14917,32977,Analytics,region_8,Bachelor's,m,other,2,29,3,1,0,0,81,0
14927,18350,Operations,region_2,Below Secondary,m,sourcing,1,24,3,1,0,0,59,0
14930,4306,Sales & Marketing,region_19,Bachelor's,m,other,1,28,5,1,1,0,53,0
14975,53293,Technology,region_22,Bachelor's,m,sourcing,1,27,5,1,1,0,78,0
14982,30062,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,23,3,1,0,0,53,0
14994,60475,Analytics,region_2,Bachelor's,m,sourcing,2,24,3,1,0,0,81,0
15015,6938,Sales & Marketing,region_2,,f,sourcing,1,28,3,1,0,0,52,0
15041,44373,Operations,region_11,Bachelor's,m,sourcing,1,27,3,1,0,0,54,0
15048,12287,Operations,region_20,Bachelor's,m,sourcing,1,25,3,1,0,0,60,0
15052,63279,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,29,3,1,0,0,59,1
15054,38876,Technology,region_16,Bachelor's,f,other,1,26,4,1,1,0,80,0
15060,63816,Sales & Marketing,region_13,Master's & above,m,sourcing,1,30,3,1,0,0,56,0
15062,1269,Finance,region_26,Bachelor's,m,other,1,27,5,1,1,0,61,0
15066,49576,Sales & Marketing,region_32,Bachelor's,m,sourcing,2,26,3,1,0,0,46,0
15079,67014,Legal,region_27,Bachelor's,f,other,1,28,3,1,0,0,60,0
15086,11457,Technology,region_14,Bachelor's,f,sourcing,1,30,3,1,0,0,81,0
15096,54458,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,30,2,1,0,0,55,0
15162,27942,Finance,region_2,Below Secondary,m,sourcing,1,24,3,1,1,0,56,0
15167,46468,Technology,region_7,Bachelor's,m,sourcing,1,30,3,1,0,0,79,0
15172,33265,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,22,3,1,0,0,51,0
15179,11197,HR,region_7,Bachelor's,f,other,1,27,3,1,0,0,53,0
15185,72014,Sales & Marketing,region_29,Bachelor's,m,other,1,28,3,1,0,0,49,0
15200,9729,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,24,5,1,1,0,48,0
15202,27038,Finance,region_2,,m,other,1,29,3,1,0,0,61,0
15209,10160,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,31,3,1,0,0,50,0
15211,30482,Sales & Marketing,region_12,Bachelor's,m,other,1,29,3,1,0,0,48,0
15233,36384,Operations,region_32,Bachelor's,m,sourcing,1,28,5,1,1,0,64,0
15246,24518,Sales & Marketing,region_15,Bachelor's,m,other,1,29,3,1,0,0,50,0
15249,21599,Sales & Marketing,region_21,Bachelor's,m,sourcing,2,26,3,1,0,0,52,0
15252,45505,Technology,region_7,Bachelor's,m,sourcing,1,27,4,1,1,0,81,0
15257,64920,Finance,region_2,Below Secondary,m,sourcing,2,22,5,1,1,0,63,0
15259,742,Technology,region_22,Bachelor's,m,other,1,26,5,1,1,0,80,1
15262,77659,Sales & Marketing,region_27,Bachelor's,f,sourcing,1,30,3,1,0,0,45,0
15269,12405,Legal,region_34,Bachelor's,m,sourcing,1,29,5,1,1,0,61,0
15279,50732,Operations,region_14,Bachelor's,m,sourcing,1,27,3,1,0,0,61,0
15299,12270,Technology,region_2,Bachelor's,m,other,1,22,4,1,1,0,79,0
15301,6410,Procurement,region_2,Below Secondary,m,sourcing,1,24,3,1,0,0,66,0
15320,45095,R&D,region_31,Bachelor's,m,sourcing,2,28,3,1,0,0,83,0
15349,64944,Operations,region_2,Bachelor's,m,sourcing,2,32,3,1,0,0,58,0
15353,27842,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,25,5,1,1,0,46,0
15355,5859,Operations,region_13,Bachelor's,m,sourcing,1,30,5,1,1,0,60,0
15357,6566,Operations,region_22,Bachelor's,m,sourcing,2,27,3,1,0,0,59,0
15362,65177,Legal,region_22,Bachelor's,m,other,1,27,5,1,1,0,60,0
15380,31958,Analytics,region_22,,m,other,1,28,3,1,0,0,83,0
15388,50798,Analytics,region_26,Bachelor's,m,other,2,28,4,1,1,1,80,0
15394,65144,Legal,region_25,Bachelor's,m,sourcing,1,30,3,1,0,0,62,0
15410,1807,Sales & Marketing,region_7,Bachelor's,m,other,1,25,3,1,0,0,45,0
15425,55272,Procurement,region_1,Bachelor's,f,other,2,29,3,1,0,0,70,0
15428,10726,HR,region_22,Bachelor's,m,other,1,29,5,1,1,0,52,0
15449,36373,Procurement,region_21,Bachelor's,m,other,2,24,3,1,0,0,64,0
15496,67660,Procurement,region_20,Bachelor's,m,sourcing,2,27,3,1,0,0,65,0
15501,48353,Sales & Marketing,region_22,Bachelor's,f,sourcing,2,28,3,1,0,0,51,0
15526,55682,Analytics,region_22,,m,other,2,26,5,1,0,1,82,1
15528,37563,Technology,region_16,Bachelor's,m,sourcing,1,23,4,1,1,0,81,1
15534,12890,Procurement,region_2,Bachelor's,m,sourcing,2,23,4,1,1,1,70,0
15562,42913,Sales & Marketing,region_22,Bachelor's,f,other,1,25,3,1,0,0,47,0
15571,68226,Operations,region_22,Bachelor's,m,other,1,25,3,1,0,0,66,0
15574,27856,Technology,region_10,Bachelor's,m,sourcing,1,25,3,1,0,0,81,0
15581,67272,Analytics,region_31,Bachelor's,m,sourcing,1,28,3,1,0,0,88,0
15584,51282,Procurement,region_7,Bachelor's,m,sourcing,1,28,3,1,0,0,68,0
15585,43877,Sales & Marketing,region_32,Bachelor's,m,other,2,26,3,1,0,0,54,0
15591,36583,Sales & Marketing,region_22,,m,other,1,29,3,1,0,0,56,0
15592,5207,Operations,region_5,Bachelor's,m,other,1,28,5,1,1,0,62,0
15608,18054,R&D,region_22,Master's & above,m,other,1,32,5,1,1,0,87,0
15615,10006,Analytics,region_22,Bachelor's,m,other,2,27,5,1,1,0,88,0
15633,62008,Analytics,region_31,Bachelor's,m,other,1,25,5,1,1,0,84,0
15634,19535,HR,region_2,Bachelor's,f,referred,1,26,5,1,1,0,49,0
15642,19766,Finance,region_1,Master's & above,m,sourcing,1,32,3,1,0,0,62,0
15646,32844,Technology,region_33,Bachelor's,f,other,1,28,3,1,0,0,80,0
15664,53762,Sales & Marketing,region_12,Bachelor's,m,other,3,28,5,1,1,0,45,0
15675,14641,Operations,region_16,Bachelor's,m,sourcing,2,27,5,1,1,0,59,0
15681,43195,Technology,region_24,Bachelor's,m,other,2,25,3,1,0,0,75,0
15686,1627,Operations,region_5,Below Secondary,m,sourcing,1,23,3,1,0,0,60,0
15693,2828,Analytics,region_31,Bachelor's,f,other,1,25,4,1,0,0,86,0
15700,5623,Operations,region_6,Bachelor's,m,sourcing,1,28,5,1,1,0,62,0
15719,45342,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,26,3,1,0,0,53,0
15720,13977,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,27,3,1,0,0,49,0
15731,18719,Procurement,region_2,Bachelor's,f,other,2,31,5,1,1,0,72,0
15743,64363,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,29,3,1,0,0,50,0
15763,20404,Sales & Marketing,region_16,Bachelor's,f,other,1,29,3,1,0,0,51,0
15791,75061,Sales & Marketing,region_25,Bachelor's,f,other,1,27,3,1,0,0,47,0
15806,34230,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,23,3,1,0,0,49,0
15830,52559,Sales & Marketing,region_22,Bachelor's,m,referred,2,26,4,1,1,0,52,0
15841,4274,Finance,region_22,Bachelor's,f,other,1,29,3,1,0,0,59,0
15880,9752,Sales & Marketing,region_5,,m,other,1,27,3,1,0,0,47,0
15884,66590,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,25,3,1,0,0,45,0
15893,55499,Sales & Marketing,region_25,Bachelor's,m,other,1,31,5,1,1,0,48,0
15933,22020,Analytics,region_22,Bachelor's,m,other,1,26,5,1,1,0,86,0
15938,43378,Sales & Marketing,region_9,Bachelor's,m,other,2,25,3,1,0,0,48,0
15959,31716,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,28,3,1,0,0,50,0
15961,33163,Finance,region_2,Bachelor's,m,other,1,28,5,1,1,0,59,0
15965,75499,Sales & Marketing,region_31,Bachelor's,m,other,2,25,3,1,0,0,48,0
15981,4006,Operations,region_4,Master's & above,m,sourcing,1,30,5,1,1,0,61,1
15984,5706,Sales & Marketing,region_15,,m,other,1,30,3,1,0,0,48,0
15987,59626,Sales & Marketing,region_22,Bachelor's,m,referred,2,27,5,1,1,0,48,0
15993,63898,Technology,region_2,Below Secondary,m,other,1,23,3,1,0,0,82,0
15994,45554,Operations,region_21,Bachelor's,f,other,1,29,3,1,0,0,61,0
15998,38226,Technology,region_26,Bachelor's,f,other,1,28,3,1,0,0,79,0
16004,40325,Technology,region_22,Bachelor's,f,other,1,24,3,1,0,0,79,0
16025,44612,Technology,region_6,Bachelor's,f,sourcing,1,28,4,1,1,0,79,1
16031,10798,Technology,region_26,Below Secondary,m,sourcing,2,25,3,1,1,0,82,0
16041,55758,Sales & Marketing,region_16,,m,sourcing,1,21,3,1,0,0,52,0
16042,9051,Sales & Marketing,region_27,Bachelor's,m,other,2,29,3,1,0,0,50,0
16044,16244,Finance,region_28,Bachelor's,f,other,1,25,3,1,1,0,62,0
16063,26428,Sales & Marketing,region_11,Bachelor's,m,other,2,27,3,1,0,0,45,0
16080,19750,Operations,region_16,Bachelor's,f,sourcing,1,28,3,1,0,0,61,0
16084,51141,Analytics,region_29,Bachelor's,m,other,2,27,3,1,0,0,82,0
16100,50299,Procurement,region_22,Bachelor's,m,other,3,28,3,1,0,0,70,0
16105,47791,Analytics,region_22,Bachelor's,m,sourcing,2,29,5,1,1,0,84,1
16107,28116,Technology,region_2,Bachelor's,f,sourcing,1,28,3,1,0,0,81,0
16122,46651,Technology,region_31,Bachelor's,m,other,1,28,3,1,0,0,79,0
16134,21299,Operations,region_11,Bachelor's,f,other,1,29,3,1,0,0,62,0
16143,8151,Sales & Marketing,region_14,Bachelor's,m,other,3,28,5,1,1,0,50,1
16149,56650,Procurement,region_4,Bachelor's,f,sourcing,1,30,5,1,1,0,68,0
16184,72498,Technology,region_23,Bachelor's,m,other,3,28,3,1,0,0,80,0
16185,21286,Sales & Marketing,region_22,Bachelor's,m,sourcing,4,26,3,1,0,0,48,0
16188,17504,Sales & Marketing,region_2,,f,sourcing,1,24,3,1,0,0,54,0
16198,77215,Procurement,region_16,Below Secondary,f,sourcing,2,23,3,1,0,0,69,0
16202,42889,R&D,region_22,Bachelor's,m,other,2,29,2,1,0,1,85,0
16221,24082,Procurement,region_31,Bachelor's,f,other,1,29,5,1,1,0,66,0
16223,11469,Sales & Marketing,region_34,Bachelor's,m,other,1,28,3,1,0,0,49,0
16226,19000,Analytics,region_8,Bachelor's,m,sourcing,1,26,3,1,0,0,83,0
16228,74373,Sales & Marketing,region_2,Bachelor's,m,other,3,31,3,1,0,0,49,0
16281,20191,Finance,region_11,Bachelor's,m,other,1,28,3,1,0,0,61,0
16293,22885,Procurement,region_34,Bachelor's,m,sourcing,1,30,5,1,1,0,65,0
16301,27315,Operations,region_9,Bachelor's,m,other,1,27,3,1,0,0,63,0
16309,50755,Operations,region_22,Bachelor's,f,other,1,25,3,1,0,0,63,0
16324,74187,Analytics,region_8,Bachelor's,m,other,1,29,5,1,1,0,83,0
16334,20785,R&D,region_25,Bachelor's,m,sourcing,2,30,5,1,1,0,83,0
16337,16507,Analytics,region_23,Bachelor's,m,sourcing,1,30,3,1,0,0,84,0
16346,27585,Technology,region_31,Bachelor's,f,sourcing,1,27,3,1,0,0,78,0
16347,38004,Sales & Marketing,region_2,Bachelor's,m,other,1,22,5,1,1,0,53,0
16367,73324,Sales & Marketing,region_33,Bachelor's,m,sourcing,1,31,3,1,0,0,47,0
16389,75489,Technology,region_25,Bachelor's,f,other,2,28,4,1,1,0,82,0
16396,67355,Technology,region_22,Bachelor's,m,referred,3,28,4,1,0,0,72,0
16412,57657,Sales & Marketing,region_2,,f,sourcing,1,23,1,1,0,0,49,0
16417,39133,Sales & Marketing,region_26,Bachelor's,m,other,1,26,5,1,1,0,51,0
16434,17037,Operations,region_24,Below Secondary,f,sourcing,1,24,3,1,0,0,64,0
16446,24930,Operations,region_27,Bachelor's,f,other,1,25,3,1,0,0,58,0
16459,25729,Procurement,region_8,Bachelor's,m,other,1,27,3,1,0,0,72,0
16462,77451,Operations,region_7,Bachelor's,f,sourcing,1,24,5,1,1,0,62,0
16471,49119,Finance,region_15,Bachelor's,m,other,1,30,3,1,0,0,59,0
16472,53249,Analytics,region_26,Bachelor's,m,other,1,27,3,1,0,0,84,0
16474,27019,Operations,region_27,,m,other,1,28,3,1,0,0,62,0
16492,75491,Operations,region_2,Below Secondary,m,sourcing,2,24,3,1,0,0,58,0
16500,26817,Analytics,region_20,Master's & above,m,other,1,28,5,1,1,0,83,0
16502,19404,Sales & Marketing,region_2,,m,sourcing,1,23,3,1,0,0,48,0
16507,69545,Procurement,region_13,Bachelor's,f,other,1,28,3,1,0,0,70,0
16527,53017,Sales & Marketing,region_7,,m,sourcing,1,29,3,1,0,0,51,0
16529,56802,Sales & Marketing,region_28,Master's & above,m,sourcing,1,32,3,1,0,0,50,0
16551,46042,Procurement,region_26,Bachelor's,m,other,1,28,3,1,0,0,72,0
16554,3376,Sales & Marketing,region_31,,m,other,1,30,3,1,0,0,49,0
16582,42517,Operations,region_17,Bachelor's,m,other,1,27,3,1,0,0,59,0
16589,58046,Technology,region_26,Bachelor's,f,sourcing,1,23,5,1,1,0,81,0
16590,59209,Sales & Marketing,region_30,,m,other,1,24,3,1,0,0,44,0
16601,19402,Finance,region_22,Below Secondary,m,sourcing,2,23,3,1,1,1,57,0
16603,7331,Technology,region_2,Bachelor's,m,other,1,28,3,1,0,0,80,0
16605,64705,Procurement,region_2,Bachelor's,m,other,4,24,5,1,1,0,71,0
16664,42770,Sales & Marketing,region_20,Bachelor's,m,other,2,27,3,1,0,0,46,0
16682,25058,Operations,region_26,Bachelor's,f,sourcing,2,28,3,1,0,0,62,0
16703,21844,Sales & Marketing,region_29,Bachelor's,m,other,1,24,3,1,0,0,46,0
16711,73827,Operations,region_2,Bachelor's,m,sourcing,1,27,5,1,1,0,61,1
16714,1808,Sales & Marketing,region_7,,m,other,1,27,3,1,0,0,53,0
16774,55086,Analytics,region_27,Bachelor's,m,other,1,30,3,1,0,0,86,0
16781,35615,Analytics,region_25,Bachelor's,m,sourcing,1,27,3,1,0,0,85,0
16789,57776,Finance,region_22,Bachelor's,m,other,2,24,5,1,1,0,62,1
16793,59474,Sales & Marketing,region_21,Bachelor's,m,other,3,28,3,1,0,0,47,0
16804,65179,Finance,region_26,Bachelor's,m,other,1,28,3,1,1,0,60,0
16813,48769,Procurement,region_13,Master's & above,f,other,1,30,3,1,1,1,71,0
16817,42009,Operations,region_4,Bachelor's,m,other,1,28,5,1,1,0,61,1
16826,11877,Operations,region_3,Bachelor's,m,other,1,29,3,1,0,0,59,0
16839,34984,Analytics,region_27,Bachelor's,m,other,1,29,5,1,1,0,86,0
16841,69004,Technology,region_13,Bachelor's,m,sourcing,1,29,3,1,1,0,79,0
16860,72684,Procurement,region_29,Bachelor's,m,other,1,28,3,1,0,0,69,0
16879,61041,Technology,region_7,Below Secondary,m,sourcing,1,23,3,1,0,0,77,0
16951,74780,Technology,region_2,Below Secondary,m,other,1,24,3,1,0,1,77,0
16969,39484,Technology,region_2,Bachelor's,f,other,1,24,4,1,1,0,78,0
16993,43101,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,29,3,1,1,0,51,0
17012,43606,Technology,region_2,Below Secondary,m,sourcing,1,23,3,1,0,0,82,0
17028,43940,Sales & Marketing,region_28,Bachelor's,m,other,1,30,5,1,1,0,48,0
17034,45418,Legal,region_2,Bachelor's,m,other,1,30,3,1,0,0,62,0
17039,14959,Analytics,region_22,Bachelor's,m,other,1,26,3,1,0,0,80,0
17040,19749,Analytics,region_26,,m,other,2,23,3,1,0,0,82,0
17042,57736,Operations,region_2,Below Secondary,f,sourcing,1,23,5,1,1,0,54,0
17067,54770,Sales & Marketing,region_26,Bachelor's,m,sourcing,5,25,3,1,0,1,51,0
17076,53632,Sales & Marketing,region_10,Bachelor's,m,other,1,27,3,1,0,0,51,0
17120,74236,Sales & Marketing,region_15,Bachelor's,f,other,1,28,3,1,0,0,47,0
17131,60741,Analytics,region_31,Bachelor's,m,other,1,26,5,1,1,0,84,0
17188,68445,Operations,region_2,Bachelor's,f,other,1,30,3,1,0,0,56,0
17195,72575,Sales & Marketing,region_7,,m,sourcing,1,22,3,1,0,0,50,0
17205,57400,Operations,region_32,Bachelor's,m,other,1,26,5,1,1,0,57,0
17210,69059,Procurement,region_23,Bachelor's,m,sourcing,1,27,3,1,0,0,69,0
17229,72742,HR,region_22,Bachelor's,m,other,1,27,3,1,0,0,49,0
17234,48339,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,23,3,1,0,0,48,0
17237,69400,Sales & Marketing,region_23,,m,other,1,24,5,1,1,0,51,1
17267,23445,Sales & Marketing,region_23,Bachelor's,m,other,1,27,3,1,0,0,47,0
17273,25762,Finance,region_4,Bachelor's,m,sourcing,1,28,3,1,0,0,58,0
17288,43080,Technology,region_27,Bachelor's,m,sourcing,3,25,3,1,0,0,82,0
17306,24026,Operations,region_34,Bachelor's,m,other,1,30,3,1,0,0,55,0
17313,15146,HR,region_13,Bachelor's,f,other,1,26,5,1,1,0,46,0
17314,69935,Sales & Marketing,region_2,,m,other,1,23,5,1,1,0,50,0
17318,78143,Analytics,region_22,Bachelor's,m,referred,1,28,4,1,1,0,83,0
17342,1757,Operations,region_16,Bachelor's,m,other,1,28,3,1,0,0,59,0
17343,21736,Sales & Marketing,region_28,Bachelor's,m,other,1,26,3,1,0,0,47,0
17354,51424,Operations,region_2,Bachelor's,f,sourcing,1,28,3,1,1,0,68,0
17355,70541,Sales & Marketing,region_20,Bachelor's,m,other,1,29,5,1,1,0,51,0
17356,17205,Analytics,region_22,Master's & above,m,sourcing,1,27,3,1,0,0,83,0
17362,30422,HR,region_17,Bachelor's,f,other,1,27,3,1,0,0,45,0
17389,9638,Finance,region_27,Bachelor's,m,sourcing,1,24,3,1,1,0,60,1
17428,17891,Operations,region_2,Below Secondary,m,other,1,20,3,1,0,0,58,0
17451,12101,Operations,region_2,Below Secondary,m,other,1,24,3,1,0,0,56,0
17456,51082,Procurement,region_5,Bachelor's,f,other,1,32,3,1,0,0,62,0
17470,38198,Sales & Marketing,region_13,Bachelor's,m,other,3,27,3,1,0,0,45,0
17509,53933,Technology,region_2,Bachelor's,m,other,3,29,3,1,0,0,77,0
17510,29526,Analytics,region_22,Bachelor's,m,other,1,27,3,1,0,0,80,0
17519,6318,Sales & Marketing,region_13,,m,other,1,22,5,1,1,0,49,0
17530,61195,HR,region_16,Bachelor's,m,other,1,27,3,1,0,0,51,0
17544,38775,Analytics,region_22,,m,sourcing,1,27,3,1,0,0,86,0
17545,64444,Analytics,region_15,Bachelor's,m,sourcing,1,29,5,1,1,0,80,0
17558,26993,Technology,region_2,Below Secondary,m,sourcing,1,23,3,1,0,0,76,0
17560,25231,Procurement,region_22,Bachelor's,f,sourcing,1,29,5,1,1,0,72,0
17565,25419,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,25,3,1,0,0,49,0
17566,9204,Finance,region_13,Bachelor's,f,other,1,27,5,1,1,0,57,0
17586,26969,Legal,region_13,Bachelor's,m,other,1,27,3,1,0,0,59,0
17603,57627,Technology,region_2,Below Secondary,m,sourcing,1,22,4,1,1,0,84,0
17605,16895,Sales & Marketing,region_29,,m,other,1,29,3,1,0,0,49,0
17633,45764,HR,region_7,Bachelor's,m,sourcing,1,27,3,1,1,0,56,1
17659,3760,Analytics,region_2,,m,other,2,22,5,1,1,0,84,0
17676,35610,Procurement,region_2,Below Secondary,m,sourcing,1,20,3,1,0,0,67,0
17686,55704,Sales & Marketing,region_20,Bachelor's,m,other,1,26,4,1,0,1,50,0
17706,7621,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,23,5,1,1,0,48,0
17717,75525,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,28,3,1,1,0,53,0
17722,51053,Sales & Marketing,region_28,,m,other,1,27,3,1,0,0,48,0
17750,46333,Operations,region_22,Bachelor's,m,other,1,28,3,1,0,0,61,0
17752,4887,R&D,region_27,Master's & above,m,other,1,28,3,1,0,0,80,0
17784,14244,HR,region_26,Bachelor's,f,sourcing,1,26,3,1,0,0,52,0
17801,6690,Operations,region_27,Bachelor's,m,other,1,29,5,1,1,0,60,0
17806,63933,Finance,region_2,Bachelor's,m,sourcing,2,24,3,1,1,0,60,0
17812,43275,HR,region_2,Below Secondary,m,other,1,22,3,1,0,0,50,0
17819,50193,Procurement,region_27,Bachelor's,m,other,2,24,3,1,0,0,86,1
17822,34761,Sales & Marketing,region_4,Bachelor's,f,sourcing,1,27,5,1,1,0,50,0
17834,71865,Analytics,region_29,Bachelor's,f,other,1,28,5,1,1,0,86,0
17835,17101,Sales & Marketing,region_15,Master's & above,m,other,3,33,5,1,1,0,54,1
17840,48696,Sales & Marketing,region_1,Bachelor's,m,other,1,29,3,1,0,0,50,0
17853,239,Procurement,region_22,Bachelor's,f,sourcing,2,24,5,1,1,0,69,0
17884,75891,Legal,region_29,Bachelor's,m,sourcing,1,29,3,1,0,0,57,0
17893,52565,Operations,region_27,Bachelor's,m,sourcing,1,26,5,1,1,0,56,0
17895,58895,Technology,region_7,Bachelor's,m,other,1,28,4,1,1,0,77,1
17896,36832,Procurement,region_12,Bachelor's,m,sourcing,1,29,5,1,1,0,70,0
17900,72795,Sales & Marketing,region_15,,m,other,1,26,3,1,0,0,51,0
17901,64716,Technology,region_27,Bachelor's,f,other,1,27,3,1,1,0,77,0
17902,24786,Operations,region_28,Bachelor's,f,sourcing,1,30,5,1,1,0,56,0
17904,68487,Analytics,region_31,Bachelor's,m,sourcing,3,29,5,1,1,0,87,0
17912,44440,HR,region_26,Bachelor's,m,other,1,27,3,1,0,0,47,0
17934,37916,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,28,3,1,0,0,45,0
17937,73317,Technology,region_22,Bachelor's,m,other,2,23,3,1,0,0,85,0
17951,5665,Procurement,region_11,Bachelor's,m,other,1,26,3,1,0,0,68,0
17988,21111,Procurement,region_31,Bachelor's,m,other,1,33,3,1,0,0,69,0
17994,75492,Procurement,region_2,Below Secondary,f,sourcing,1,25,5,1,1,0,70,0
17997,72257,Operations,region_26,Bachelor's,f,other,1,29,3,1,0,0,62,0
18007,29897,Legal,region_6,Bachelor's,m,other,1,28,3,1,0,0,59,0
18018,39067,Operations,region_31,Bachelor's,m,sourcing,1,27,5,1,1,0,61,0
18025,15387,Sales & Marketing,region_22,Bachelor's,m,referred,1,27,5,1,0,0,50,0
18047,39518,Operations,region_19,Bachelor's,f,sourcing,1,34,5,1,1,0,58,0
18050,5594,Legal,region_22,Below Secondary,m,sourcing,1,26,3,1,0,0,57,0
18051,23654,Analytics,region_31,Bachelor's,m,sourcing,1,25,5,1,1,0,85,0
18053,74702,Operations,region_30,Bachelor's,m,sourcing,1,28,3,1,0,0,61,0
18055,77443,HR,region_2,Bachelor's,m,sourcing,1,25,5,1,1,0,49,0
18075,62267,Analytics,region_11,Bachelor's,m,sourcing,1,25,3,1,1,0,89,0
18085,24687,Sales & Marketing,region_22,Master's & above,f,other,1,31,3,1,0,0,54,0
18087,76145,Analytics,region_28,Master's & above,m,other,1,30,3,1,0,0,86,0
18095,53930,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,31,3,1,0,0,48,0
